model,lead,fold,evaluation_window,metric,value,ci_lower,ci_upper,std,n_replicates
lstm,1,3,all_months,acc,0.6953302533459592,0.6057898594918344,0.7576551882346395,0.03821622582766033,1000
lstm,1,3,all_months,msss_vs_climatology,0.4576141196653719,0.3241549154165762,0.5665367114750681,0.06275528547330629,1000
lstm,1,3,all_months,msss_vs_persistence,0.2779848754971479,-0.0009750415115002671,0.4711965328893074,0.12112523316116522,1000
climatology,1,4,winter_only,mae,0.8894740916903812,0.6654886462328103,1.123495835520562,0.1168268766672831,1000
climatology,1,4,winter_only,rmse,1.0754807481587179,0.8286069345245406,1.2914311076586091,0.11986807958356942,1000
climatology,1,4,winter_only,pearson_r,-0.14328840447492486,-0.301710839858063,0.0031329886252177445,0.07670840679370611,1000
climatology,1,4,winter_only,acc,,,,,1000
climatology,1,4,winter_only,msss_vs_climatology,0.0,0.0,0.0,0.0,1000
climatology,1,4,winter_only,msss_vs_persistence,-0.9953160051192715,-2.6724497068966233,-0.06501811759959923,0.6705978089334463,1000
persistence,1,4,winter_only,mae,0.5837144805817547,0.4659284166020267,0.7093552830018017,0.06311049531218804,1000
persistence,1,4,winter_only,rmse,0.7613718181063522,0.6174680802856468,0.8885664815578669,0.07121982666973778,1000
